名称,省份,真实城市,市县区,区号,电话,区域,地址,大分类,小分类,经度,纬度
周浦公园,上海,上海,上海,021,58155621,康桥/周浦,周邓公路6851号,景点,城市公园,121.59713,31.112616
新华旅行社,上海,上海,上海,021,65730111,平凉路/东外滩,宁武路511号,景点,旅行社,121.540794,31.271603
钦赐仰殿道观,上海,上海,上海,021,58768959,源深体育中心,源深路476号（源深体育中心地铁站4号口步行140米）,景点,宗教,121.532752,31.234052
永清公园,上海,上海,上海,021,56172370,宝山城区/吴淞,双城路490号,景点,城市公园,121.493416,31.387573
宝山区烈士陵园,上海,上海,上海,021,56108277,宝山城区/吴淞,宝杨路599号,景点,烈士陵园,121.490662,31.400869
友谊公园,上海,上海,上海,021,,宝山城区/吴淞,密山路98号(近宝林路),景点,公园/广场,121.478981,31.400339
浦江园,上海,上海,上海,021,,吴泾镇,寺嘴角路(近龙吴路),景点,公园/广场,121.485443,31.016146
法藏讲寺,上海,上海,上海,021,63289986,老西门/陆家浜路,吉安路271号（老西门地铁站4号口步行230米）,景点,宗教,121.481491,31.217888
南浦大桥,上海,上海,上海,021,33765779,董家渡/南浦大桥,南浦大桥,景点,地标建筑,121.507072,31.205067
旅游纪念品展示中心,上海,上海,上海,021,53868022,淮海路,成都南路101号（近淮海路）,景点,博物馆,121.467987,31.221323
土山湾美术馆,上海,上海,上海,021,64388761,万体馆,田林街道田林东路8号3楼,景点,美术馆,121.434357,31.174858
新源路步行街,上海,上海,上海,021,58905782,川沙,新源路步行街界龙新世纪公寓东侧,景点,休闲街区,121.695412,31.194023
140平方米画廊,上海,上海,上海,021,,音乐学院/五官科医院,复兴中路1331号26室,景点,美术馆,121.452667,31.21117
安杰当代艺术画廊,上海,上海,上海,021,52286289,南京西路,茂名北路39号（延安中路口）,景点,展览馆,121.460648,31.224571
原曲画廊,上海,上海,上海,021,64650045,青浦城区,天山西路799号,景点,展览馆,121.113716,31.147589
静安寺,上海,上海,上海,021,62566366,静安寺,南京西路1686号,景点,宗教,121.445229,31.223436
上海都市菜园,上海,上海,上海,021,37571111;37571006,海湾旅游区,海湾镇海兴路888弄1号,景点,更多景点/周边游,121.590531,30.864749
凉城公园,上海,上海,上海,021,65299547,凉城/江湾镇,凉城路800号,景点,城市公园,121.471771,31.297943
新虹桥中心花园,上海,上海,上海,021,62753869,虹桥/古北,伊犁路97号（伊犁路地铁站4号口步行50米）,景点,城市公园,121.40464,31.200214
西沙明珠湖景区,上海,上海,崇明区,021,39633635,西沙湿地,堡湖路与新堡路交叉口南侧,景点,自然风光,121.234657,31.725222
新嘉旅行社,上海,上海,上海,021,39527031,嘉定镇,环城路2222号-4楼,景点,旅行社,121.239721,31.386105
上海嘉运国际旅行社有限公司,上海,上海,上海,021,59529888,嘉定镇,清河路119-3号,景点,旅行社,121.245338,31.382856
上海邮政博物馆,上海,上海,上海,021,63936666-1280,海宁路/七浦路,北苏州路250号,景点,博物馆,121.484818,31.244389
虹桥公园,上海,上海,上海,021,62599446,虹桥/古北,遵义路101号(紫云西路口),景点,公园/广场,121.405579,31.20612
